DataSize,Trial,Intervention,Method,Spearman,Kendall,NDCG_at_5,RankingSummaryFile,RankingDetailFile
1499,5,X1,AdaCSE,0.252643308462164,0.168591673623248,0.905499331595409,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_summary_20260424_013735.csv,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_ranking_20260424_013735.csv
1499,5,X1,PSX,-0.0391938655962753,-0.0370805760055666,0.905499331424815,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_summary_20260424_013735.csv,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_ranking_20260424_013735.csv
1499,5,X1,EKGA-std,-0.433834192240315,-0.307160172491672,9.00604044328029e-09,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_summary_20260424_013735.csv,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_ranking_20260424_013735.csv
1499,5,X1,AESL-GA,-0.0467758337213052,-0.0231753600034791,0.90549945524718,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_summary_20260424_013735.csv,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_ranking_20260424_013735.csv
1499,5,X1,hybrid-SLA,0.348580987710792,0.256351722906583,0.906767686660194,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_summary_20260424_013735.csv,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_ranking_20260424_013735.csv
1499,5,X1,MIGA,0.479252422589578,0.33141563945685,0.905499331614724,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_summary_20260424_013735.csv,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_ranking_20260424_013735.csv
1499,5,X1,MAGA,-0.125319984726166,-0.071593724415352,0.905499331425568,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_summary_20260424_013735.csv,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_ranking_20260424_013735.csv
1499,5,X22,AdaCSE,0.0914858147823344,0.0392610746793866,0.056721105743918,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_summary_20260424_013735.csv,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_ranking_20260424_013735.csv
1499,5,X22,PSX,-0.131495918956915,-0.106712912887048,0.00142481092802968,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_summary_20260424_013735.csv,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_ranking_20260424_013735.csv
1499,5,X22,EKGA-std,0.0898301702601204,0.0708360271212517,0.422671861892261,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_summary_20260424_013735.csv,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_ranking_20260424_013735.csv
1499,5,X22,AESL-GA,-0.0220086002563563,-0.0158304182274529,0.000177338162201647,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_summary_20260424_013735.csv,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_ranking_20260424_013735.csv
1499,5,X22,hybrid-SLA,0.0360601021769785,0.00230947498114039,0.0567159389998024,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_summary_20260424_013735.csv,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_ranking_20260424_013735.csv
1499,5,X22,MIGA,-0.0402759234534935,-0.0161290322580645,0.0711419965575096,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_summary_20260424_013735.csv,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_ranking_20260424_013735.csv
1499,5,X22,MAGA,0.0479563657085087,0.0328751084031376,0.0696654149026451,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_summary_20260424_013735.csv,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_ranking_20260424_013735.csv
1499,6,X1,AdaCSE,0.408458564782442,0.260970672868864,0.905499331614724,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_summary_20260424_013736.csv,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_ranking_20260424_013736.csv
